dataset,universe,real,task,is_binary,K,n,p,n_num,n_cat,cat_share,n_train,n_cal,n_test,family_orig,family_strict,family_size_strict,in_F1_main,outside_envelope,K_profile,openml_id,synthetic_family,source,info_n_classes,nan_share_num,num_binary_cols,num_lowcard_cols,num_median_unique,cat_levels_total,cat_levels_max,p_onehot,test_majority,test_minority,test_imb_ratio,test_H_norm,test_n_eff_classes,test_min_count,test_classes_present,ytest_counts_match_raw,pool_majority,pool_classes,test_classes_missing,syn_n_informative,syn_n_redundant,syn_n_noise,syn_snr,syn_fisher_ratio,syn_mean_skewness,syn_max_skewness,syn_mean_kurtosis,syn_max_kurtosis,syn_mean_abs_correlation,syn_max_abs_correlation,n_models_any,n_models_complete10,n_tfm_complete10,n_gbdt_complete10,n_deep_complete10,n_classic_complete10,models_missing_complete10,acc_best,acc_best_model,acc_median_models,acc_worst,acc_spread_models,nll_best,share_models_acc_gt_0.9,eps_mean_models,eps_max_models,share_models_eps_pos,no_empty_any_model,width_mean_models,cov_mean_models,acc_tfm_mean,eps_tfm_mean,nll_tfm_mean,acc_gbdt_mean,eps_gbdt_mean,nll_gbdt_mean,acc_deep_mean,eps_deep_mean,nll_deep_mean,acc_classic_mean,eps_classic_mean,nll_classic_mean,acc_ref5,acc_logreg,acc_knn,cal_min_class_min,cal_min_class_median,cal_n_below_9_max,cal_n_below_19_max,cal_n_below_99_max,n_splits,test_dup_in_pool,test_dup_label_agree,pool_dup_share,conflict_share,acc_margin_best_vs_second,acc_second_model,K_gt_10,n_gt_published,p_gt_published,K_gt_published,tabpfn_v1_subsampled,mitra_support_subsampled,pfnv2_subsample_binds,n_cal_per_class,log10_n,log10_n_cal,lift_best_over_majority,headroom_best_vs_1m_alpha,nonlin_gap_best_minus_logreg,gap_tfm_minus_gbdt_acc,gap_tfm_minus_gbdt_eps
helena,D_new62,True,multiclass,False,100,65196,27,27,0,0.0,36509,15647,13040,helena,helena,1,False,True,100,,,https://www.openml.org/search?type=data&status=active&id=41169,,0.0,0,0,62292.0,0,0,27,0.0614263803680981,0.0016871165644171,36.40909090909091,0.8995578806780534,62.96740003299029,22,100,True,0.0614310913413605,100,0,,,,,,,,,,,,7,0,0,0,0,0,tabpfn;PFN-v2;tabpfn25;tabpfn25b;tabpfn26;tabpfn3;tabicl;tabiclv2;mitra;mitra@v2;tabldm;tabfm;exaone;catboost;lightgbm;xgboost;mlp;resnet;ftt;tabm;LogReg;knn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27.0,0,0,54,3,7.668711656441718e-05,1.0,0.0001150394968939,0.0,,,True,True,False,True,True,True,True,156.47,4.814220951081346,4.194431082563702,,,,,
heloc,A_published112,True,binclass,True,2,10000,22,22,0,0.0,5600,2400,2000,heloc,heloc,2,True,False,2,45023.0,,https://www.openml.org/search?type=data&status=active&id=45023&sort=runs,2.0,0.0,0,1,66.5,0,0,22,0.5,0.5,1.0,1.0,2.0,1000,2,True,0.5,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.73055,tabiclv2,0.724375,0.71295,0.01760000000000006,0.5395085309251273,0.0,0.0,0.0,0.0,True,1.4609727272727275,0.9069431818181818,0.7265307692307693,0.0,0.5427201628485544,0.7189166666666665,0.0,0.5912613858604214,0.7187375,0.0,0.5593631023568773,0.7141500000000001,0.0,0.5622905007323216,0.7170099999999999,0.7147,0.7136,1200,1200.0,0,0,0,10,0.051,0.5392156862745098,0.056875,0.0001325205406838,0.00065,PFN-v2,False,False,False,False,True,False,False,1200.0,4.0,3.380211241711606,0.23055000000000003,-0.16945,0.01585000000000003,0.007614102564102776,0.0
house_16H,D_new62,True,binclass,True,2,13488,16,16,0,0.0,7553,3237,2698,house_16H,house_16H,1,False,True,2,44123.0,,https://www.openml.org/search?type=data&status=active&id=44123&sort=runs,2.0,0.0,0,0,8635.0,0,0,16,0.5,0.5,1.0,1.0,2.0,1349,2,True,0.5,2,0,,,,,,,,,,,,21,17,8,3,4,2,tabpfn;PFN-v2;tabicl;mitra;exaone,0.8933283914010378,tabfm,0.8805040770941439,0.8161230541141586,0.07720533728687917,0.25815065688675237,0.0,8.066977717699237e-05,0.00096367679762786,0.17647058823529413,False,1.0465355601098851,0.8970064971874592,0.8890798739807265,0.00017142327650110877,0.2671859848513087,0.8781937237459848,0.0,0.35818112080545844,0.8706449221645663,0.0,0.3147925964057563,0.8382876204595997,0.0,0.45353150306319984,0.8622312824314309,0.8161230541141586,0.8604521868050409,1618,1618.0,0,0,0,10,0.0,,0.0001853568118628,0.0,0.0027798369162342,mitra@v2,False,True,False,False,True,False,False,1618.5,4.129947557280667,3.5101426994025733,0.3933283914010378,-0.006671608598962209,0.07720533728687917,0.01088615023474171,0.00017142327650110877
htru,D_new62,True,binclass,True,2,17898,8,8,0,0.0,10022,4296,3580,htru,htru,1,False,True,2,,,https://archive.ics.uci.edu/dataset/372/htru2,2.0,0.0,0,0,17894.5,0,0,8,0.9083798882681564,0.0916201117318435,9.914634146341465,0.4418545446815848,1.358349326225352,328,2,True,0.9084369325324766,2,0,,,,,,,,,,,,20,16,11,3,0,2,tabfm;exaone;mlp;resnet;ftt;tabm,0.9802793296089385,tabpfn26,0.979832402234637,0.9788547486033521,0.0014245810055864006,0.06239751427593585,1.0,0.10011173184357539,0.10391061452513964,1.0,False,0.8998882681564246,0.8942527932960893,0.9798349415947182,0.10209243270695784,0.064624885696269,0.9791620111731844,0.09862197392923645,0.0733671847798137,,,,0.9797346368715084,0.09145251396648041,0.1835493065865335,0.9793910614525141,0.9800279329608939,0.979441340782123,393,393.0,0,0,0,10,0.0,,0.0,0.0,2.7932960893761735e-05,tabldm,False,True,False,False,True,True,True,2148.0,4.252804503745707,3.6330642726914992,0.07189944134078208,0.08027932960893847,0.0002513966480446328,0.0006729304215338239,0.003470458777721383
ibm-employee-performance,A_published112,True,binclass,True,2,1470,30,23,7,0.2333333333333333,823,353,294,ibm-employee-performance,ibm-employee-performance,1,True,False,2,43895.0,,https://www.openml.org/search?type=data&status=active&id=43895&sort=runs,2.0,0.0,0,10,16.0,28,9,51,0.8469387755102041,0.1530612244897959,5.533333333333333,0.6174482957894681,1.534159302547841,45,2,True,0.8460884353741497,2,0,,,,,,,,,,,,22,22,13,3,4,2,,1.0,PFN-v2,1.0,0.8731292517006801,0.12687074829931988,2.0273713056046486e-10,0.9545454545454546,0.07762832405689545,0.10646258503401355,0.9545454545454546,False,0.9307204700061842,0.9174397031539887,0.999345892203035,0.08901098901098897,0.0022906138584481203,1.0,0.06689342403628114,0.0001608045970292373,0.9762755102040817,0.06505102040816323,0.16969508360058955,0.9297619047619048,0.04489795918367344,0.6774216845434081,0.9719047619047618,0.9863945578231293,0.8731292517006801,54,54.0,0,0,1,10,0.0,,0.0,0.0,0.0,PFN-v2,False,False,False,False,False,False,False,176.5,3.167317334748176,2.5477747053878224,0.15306122448979587,0.09999999999999998,0.013605442176870652,-0.0006541077969649534,0.022117564974707835
in_vehicle_coupon_recommendation,D_new62,True,binclass,True,2,12684,21,0,21,1.0,7102,3045,2537,in_vehicle_coupon_recommendation,in_vehicle_coupon_recommendation,1,False,True,2,,,https://archive.ics.uci.edu/dataset/603/in+vehicle+coupon+recommendation,2.0,0.0,0,0,,111,25,111,0.5683878596767836,0.4316121403232164,1.3168949771689498,0.9864629274497444,1.9813214020599892,1095,2,True,0.5684438750369567,2,0,,,,,,,,,,,,21,21,12,3,4,2,exaone,0.7708316909735908,tabiclv2,0.7522664564446196,0.6317698068584943,0.13906188411509657,0.48017286151605043,0.0,0.0,0.0,0.0,True,1.4410815173527038,0.9072789383786626,0.747986466955722,0.0,0.5118913004485338,0.7522927342004992,0.0,0.5212070988044,0.7188017343318881,0.0,0.5806682538558754,0.656937327552227,0.0,0.725004665423264,0.7141505715411903,0.6317698068584943,0.6821048482459597,1314,1314.0,0,0,0,10,0.0441466298778084,0.7589285714285714,0.0478959298314772,0.0066646470766434,0.0001182499014583,tabicl,False,True,False,False,True,False,False,1522.5,4.103256233355051,3.4835872969688944,0.2024438312968072,-0.1291683090264092,0.13906188411509657,-0.004306267244777229,0.0
internet_firewall,D_new62,True,multiclass,False,4,65532,7,7,0,0.0,36697,15728,13107,internet_firewall,internet_firewall,1,False,True,4,,,https://archive.ics.uci.edu/dataset/542/internet+firewall+data,4.0,0.0,0,0,1116.0,0,0,7,0.5743495841916533,0.0008392462043183,684.3636363636364,0.7078703812803329,2.6679668901102347,11,4,True,0.5743824511206486,4,0,,,,,,,,,,,,21,21,12,3,4,2,exaone,0.9310597390707255,tabfm,0.9291676203555352,0.7474250400549325,0.183634699015793,0.10615649355466768,0.7142857142857143,0.001473948853211816,0.0122224765392538,1.0,False,1.1049693547976909,0.940499623974103,0.9219323008061852,0.002260878411027151,0.15881202027862915,0.928201215635411,2.288853284504035e-05,0.33238588351382936,0.7960784313725491,0.0007114518959334446,0.5895274639015313,0.8637445639734493,0.0004539559014267106,0.21967641413822003,0.9024185549706265,0.7994583047226673,0.9280308232242314,13,13.0,0,1,1,10,0.7566948958571755,0.908953418027828,0.7567191225560325,0.0008708467309753,9.155413138006718e-05,tabpfn26,False,True,False,False,True,True,True,3932.0,4.8164534225831686,4.19667350048806,0.3567101548790722,0.031059739070725456,0.13160143434805815,-0.006268914829225869,0.002237989878182111
jm1,B_tierA_real4,True,binclass,True,2,10885,21,21,0,0.0,6095,2613,2177,jm1,nasa-mdp,7,True,False,2,1053.0,,https://www.openml.org/search?type=data&status=active&id=1053&sort=runs,2.0,0.0001093685062449,0,0,291.0,0,0,21,0.8066146072576941,0.1933853927423059,4.171021377672209,0.7084999624798733,1.6341041789614188,421,2,True,0.8064997703261368,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8220027560863574,tabfm,0.8134588883785026,0.8056040422599908,0.016398713826366595,0.4196872484085876,0.0,0.0,0.0,0.0,True,1.2245855430742891,0.8950808034409318,0.816628387689481,0.0,0.43587301762738967,0.8088194763435922,0.0,0.46301530761624404,0.811678915939366,0.0,0.45410336317890515,0.8125861276986679,0.0,0.6338136836824102,0.8103261368856224,0.810335323840147,0.8148369315571887,506,506.0,0,0,0,10,0.2301332108406063,0.9181636726546906,0.2362195682131373,0.0082344731332868,0.0003215434083602,exaone,False,False,False,False,True,False,False,1306.5,4.036828433377113,3.4171394097273255,0.01538814882866335,-0.0779972439136426,0.011667432246210474,0.0078089113458887915,0.0
jungle_chess_2pcs_raw_endgame_complete,D_new62,True,multiclass,False,3,44819,6,6,0,0.0,25098,10757,8964,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,1,False,True,3,41027.0,,https://www.openml.org/search?type=data&status=active&id=41027&sort=runs,3.0,0.0,0,6,7.0,0,0,6,0.5146140116019634,0.0967202141900937,5.320645905420992,0.8511761703624033,2.5475002916043272,867,3,True,0.5145446939060103,3,0,,,,,,,,,,,,21,17,12,3,0,2,exaone;mlp;resnet;ftt;tabm,0.9321396697902722,tabpfn3,0.8623605533244089,0.680499776885319,0.25163989290495314,0.1453245238928422,0.058823529411764705,0.009535527731842363,0.07116242748772865,0.8823529411764706,False,1.104351392498097,0.8957496653279786,0.871078759482374,0.012293618920124904,0.2434356654655834,0.8612821656998363,0.0035252119589468437,0.27600749114101797,,,,0.7645191878625613,0.00200245426149039,0.5769153031958711,0.8225769745649265,0.680499776885319,0.8485385988398036,1040,1040.0,0,0,0,10,0.0,,0.0,0.0,0.0358545292280232,tabfm,False,True,False,False,True,True,True,3585.6666666666665,4.651462162343468,4.031691168625146,0.4175256581883088,0.03213966979027216,0.25163989290495314,0.009796593782537721,0.00876840696117806
kc1,A_published112,True,binclass,True,2,2109,21,21,0,0.0,1180,507,422,nasa-mdp,nasa-mdp,7,True,False,2,1067.0,,https://www.openml.org/search?type=data&status=active&id=1067&sort=runs,2.0,0.0,0,0,92.0,0,0,21,0.8459715639810427,0.1540284360189573,5.492307692307692,0.6198303211592274,1.5366944363230794,65,2,True,0.8452874925903971,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.875829383886256,tabfm,0.8657582938388626,0.8462085308056873,0.02962085308056872,0.3096644451164484,0.0,0.0,0.0,0.0,True,1.1205191727703578,0.9115359758724689,0.869905213270142,0.0,0.32566415363000006,0.8603475513428119,0.0,0.3735146813995738,0.8488744075829384,0.0,0.3858633135275437,0.8559241706161138,0.0,0.5483599747661392,0.8585781990521328,0.8540284360189574,0.8578199052132701,78,78.0,0,0,1,10,0.5355450236966824,0.9646017699115044,0.4813278008298755,0.0129870129870129,0.0018957345971564,exaone,False,False,False,False,False,False,False,253.5,3.3240765797394864,2.705007959333336,0.0298578199052133,-0.024170616113744048,0.02180094786729858,0.009557661927330097,0.0
kdd_ipums_la_97-small,A_published112,True,binclass,True,2,5188,20,20,0,0.0,2905,1245,1038,kdd_ipums_la_97-small,kdd_ipums_la_97-small,1,True,False,2,44124.0,,https://www.openml.org/search?type=data&status=active&id=44124&sort=runs,2.0,0.0,0,2,61.0,0,0,20,0.5,0.5,1.0,1.0,2.0,519,2,True,0.5,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8892100192678228,exaone,0.8838631984585743,0.8429672447013488,0.046242774566474076,0.2565539804236902,0.0,0.0,0.0,0.0,True,1.06072429497285,0.9020888071466107,0.8836297613754263,0.0,0.2654546966659118,0.8817597944765575,0.0,0.3829627558416984,0.8520712909441234,0.0,0.32837787301872634,0.8543352601156069,0.0,0.4256846692778853,0.8707899807321773,0.8657032755298651,0.8429672447013488,622,622.0,0,0,0,10,0.001926782273603,1.0,0.0028915662650602,0.0,0.000578034682081,tabfm,False,False,False,False,False,False,False,622.5,3.7149999674120426,3.095169351431755,0.38921001926782284,-0.010789980732177185,0.02350674373795769,0.0018699668988687579,0.0
kr-vs-k,D_new62,True,multiclass,False,18,28056,6,3,3,0.5,15710,6734,5612,kr-vs-k,chess-krk,2,False,True,18,1481.0,,https://www.openml.org/search?type=data&status=active&id=1481&sort=runs,18.0,0.0,0,3,8.0,20,8,23,0.1623307198859586,0.0008909479686386,182.2,0.840247985512762,11.343320255731298,5,18,True,0.1622705400106932,18,0,,,,,,,,,,,,12,11,2,3,4,2,tabpfn;PFN-v2;tabpfn25;tabpfn25b;tabpfn26;tabicl;mitra;mitra@v2;tabldm;tabfm;exaone,0.8940662865288667,tabm,0.8537776193870279,0.2816999287241625,0.6123663578047042,0.29700102898202624,0.0,0.0035168146180262773,0.014130434782608638,0.8181818181818182,False,1.731947774249984,0.8982181040627227,0.8835085531004989,0.010709194583036298,0.3274930546564218,0.8268472321216441,0.0007008790686623667,0.6348937691990277,0.8432777975766215,0.0037909836065573373,0.44163226797393684,0.48141482537419816,0.0,2.774354510272481,0.6886742694226656,0.2816999287241625,0.6811297220242338,7,7.0,1,1,6,10,0.0,,0.0,0.0,0.0041339985744831,tabpfn3,True,True,False,True,True,True,True,374.1111111111111,4.448025752873446,3.8282731120520697,0.7317355666429081,-0.005933713471133362,0.6123663578047042,0.05666132097885479,0.010008315514373931
kr-vs-kp,A_published112,True,binclass,True,2,3196,36,0,36,1.0,1789,767,640,kr-vs-kp,kr-vs-kp,1,True,False,2,,,https://www.openml.org/search?type=data&status=active&id=3,,0.0,0,0,,73,3,73,0.521875,0.478125,1.091503267973856,0.998618854965042,1.9980862426274784,306,2,True,0.5223004694835681,2,0,,,,,,,,,,,,22,22,13,3,4,2,,0.99734375,tabfm,0.99609375,0.9376562500000001,0.05968749999999989,0.009569491217052351,1.0,0.07458806818181818,0.08875,1.0,False,0.9254119318181818,0.9225923295454546,0.9930649038461539,0.07430288461538462,0.0245814736756548,0.9966666666666667,0.07723958333333333,0.014093697391574284,0.9940234375,0.078125,0.02578042234817469,0.9593750000000001,0.06539062500000001,0.15756694956856349,0.9817500000000001,0.98109375,0.9376562500000001,366,366.0,0,0,0,10,0.0,,0.0,0.0,0.0003124999999999,mitra@v2,False,False,False,False,False,False,False,383.5,3.5046067706419537,2.884795363948981,0.47546875,0.09734374999999995,0.016249999999999987,-0.0036017628205128327,-0.002936698717948716
kropt,D_new62,True,multiclass,False,18,28056,6,0,6,1.0,15710,6734,5612,kropt,chess-krk,2,False,True,18,184.0,,https://www.openml.org/search?type=data&status=active&id=184&sort=runs,18.0,0.0,0,0,,40,8,40,0.1623307198859586,0.0008909479686386,182.2,0.840247985512762,11.343320255731298,5,18,True,0.1622705400106932,18,0,,,,,,,,,,,,8,6,2,2,0,2,tabpfn;PFN-v2;tabpfn25;tabpfn25b;tabpfn26;tabicl;mitra;mitra@v2;tabldm;tabfm;exaone;xgboost;mlp;resnet;ftt;tabm,0.8903955808980756,tabpfn3,0.8256325730577334,0.2798645759087669,0.6105310049893087,0.3172133567597604,0.0,0.004113209788548327,0.016696364932287912,0.8333333333333334,False,2.190544072226182,0.8992426942266571,0.8824394155381325,0.011430862437633601,0.3342476451777524,0.8256325730577334,0.000873129009265835,0.5331725680480336,,,,0.48017640769779046,3.5637918745545e-05,2.557421503131732,,0.2798645759087669,0.680488239486814,7,7.0,1,1,6,10,0.0,,0.0,0.0,0.0159123307198859,tabiclv2,True,True,False,True,True,True,True,374.1111111111111,4.448025752873446,3.8282731120520697,0.728064861012117,-0.009604419101924444,0.6105310049893087,0.05680684248039913,0.010557733428367766
law-school-admission-bianry,D_new62,True,binclass,True,2,20800,11,7,4,0.3636363636363636,11648,4992,4160,law-school-admission-bianry,law-school-admission-bianry,1,False,True,2,43889.0,,https://www.openml.org/search?type=data&status=active&id=43889&sort=runs,2.0,0.0,1,4,10.0,12,6,19,0.6858173076923076,0.3141826923076923,2.1828615149196633,0.8979428035050705,1.8634069812774117,1307,2,True,0.6762620192307692,2,0,,,,,,,,,,,,21,21,12,3,4,2,exaone,1.0,LogReg,1.0,0.9546875,0.04531249999999998,4.06916580126777e-10,1.0,0.06725732600732598,0.0987259615384615,1.0,False,0.9327426739926741,0.932011217948718,1.0,0.0809154647435897,3.061761363288625e-05,1.0,0.033701923076923046,1.7580628384150284e-05,0.9999819711538461,0.039435096153846126,8.744279449022659e-05,0.97734375,0.09128605769230763,0.088609694015665,0.9909375,1.0,0.9546875,1616,1616.0,0,0,0,10,0.0096153846153846,1.0,0.009375,0.0,0.0,tabicl,False,True,False,False,True,True,True,2496.0,4.318063334962762,3.6982745766743674,0.31418269230769236,0.09999999999999998,0.0,0.0,0.04721354166666665
letter,D_new62,True,multiclass,False,26,20000,15,15,0,0.0,11200,4800,4000,letter,letter,1,False,True,26,6.0,,https://www.openml.org/search?type=data&status=active&id=6&sort=runs,26.0,0.0,0,0,16.0,0,0,15,0.04075,0.03675,1.108843537414966,0.9998621776298808,25.988327617610565,147,26,True,0.040625,26,0,,,,,,,,,,,,8,7,2,3,0,2,tabpfn;PFN-v2;tabpfn25;tabpfn25b;tabpfn26;tabicl;mitra;mitra@v2;tabldm;tabfm;exaone;mlp;resnet;ftt;tabm,0.9881,tabpfn3,0.961775,0.762425,0.22567499999999996,0.0341213375117561,0.8571428571428571,0.07450000000000001,0.098575,0.8571428571428571,False,1.0777285714285711,0.904732142857143,0.987975,0.0966625,0.03447781903043455,0.962675,0.08566666666666667,0.13685026218049212,,,,0.8553124999999999,0.0355875,0.7915217448741797,0.91973,0.762425,0.9481999999999999,176,176.0,0,0,0,10,0.1075,1.0,0.1085,0.0,0.0002499999999998,tabiclv2,True,True,False,True,True,True,True,184.6153846153846,4.301029995663981,3.681241237375587,0.94735,0.08809999999999996,0.22567499999999996,0.0253000000000001,0.01099583333333333
mammography,D_new62,True,binclass,True,2,11183,6,6,0,0.0,6262,2684,2237,mammography,mammography,1,False,True,2,310.0,,https://www.openml.org/search?type=data&status=active&id=310&sort=runs,2.0,0.0,0,0,1311.0,0,0,6,0.9767545820295038,0.0232454179704962,42.01923076923077,0.1592940008127929,1.1167405146934484,52,2,True,0.9767493852000896,2,0,,,,,,,,,,,,17,17,12,3,0,2,exaone;mlp;resnet;ftt;tabm,0.9889584264640143,tabiclv2,0.9877961555654895,0.9826106392489942,0.006347787215020162,0.03218220667912549,1.0,0.08646559204817371,0.09959767545820289,1.0,False,0.9135344079518264,0.9122459175892081,0.9877961555654894,0.09189018030099831,0.03501164071349207,0.98697660557294,0.07560721203993438,0.053011663262542835,,,,0.9843540455967814,0.07020563254358511,0.10421232309338793,0.9859275815824766,0.9826106392489942,0.9860974519445685,62,62.0,0,0,1,10,0.3075547608404113,0.998546511627907,0.2962217750950145,0.0001587553579933,8.940545373281594e-05,tabldm,False,True,False,False,True,False,False,1342.0,4.048558324898481,3.4287825114969546,0.012203844434510502,0.0889584264640143,0.006347787215020162,0.0008195499925494065,0.01628296826106393
maternal_health_risk,A_published112,True,multiclass,False,3,1014,6,6,0,0.0,567,244,203,maternal_health_risk,maternal_health_risk,1,True,False,3,,,https://archive.ics.uci.edu/dataset/863/maternal+health+risk,3.0,0.0,0,1,17.5,0,0,6,0.3990147783251231,0.270935960591133,1.4727272727272729,0.9887650783354354,2.9631991116193563,55,3,True,0.4007398273736128,3,0,,,,,,,,,,,,22,22,13,3,4,2,,0.8482758620689654,tabfm,0.8142857142857143,0.6192118226600986,0.22906403940886688,0.38624864057399866,0.0,8.956560680698546e-05,0.00147783251231526,0.09090909090909091,False,1.3905956112852667,0.9156515897895208,0.824706328154604,0.0001515725653656677,0.4365492523160156,0.8152709359605911,0.0,0.6221981327945217,0.7286945812807881,0.0,0.7371063690616716,0.7155172413793104,0.0,1.8376647838046511,0.7753694581280788,0.6192118226600986,0.8118226600985222,65,65.0,0,0,3,10,0.7980295566502463,0.8765432098765432,0.8027127003699137,0.0763157894736842,0.0009852216748768,tabldm,False,False,False,False,False,False,False,81.33333333333333,3.0060379549973173,2.387389826338729,0.4492610837438423,-0.051724137931034586,0.22906403940886688,0.009435392194012904,0.0001515725653656677
mice_protein_expression,A_published112,True,multiclass,False,8,1080,75,75,0,0.0,604,260,216,mice_protein_expression,mice_protein_expression,1,True,False,8,,,https://archive.ics.uci.edu/dataset/342/mice+protein+expression,8.0,0.0103827160493827,0,0,1077.0,0,0,75,0.1388888888888889,0.0972222222222222,1.4285714285714286,0.9976755957721852,7.961425597379601,21,8,True,0.1388888888888889,8,0,,,,,,,,,,,,22,22,13,3,4,2,,1.0,tabfm,0.9974537037037037,0.9574074074074073,0.04259259259259274,1.677676894247081e-05,1.0,0.09501262626262622,0.12731481481481477,1.0,False,0.9049873737373737,0.9037668350168349,0.9990384615384615,0.08835470085470079,0.009050390776420862,0.9652777777777777,0.1208333333333333,0.2814192035053169,0.9893518518518518,0.1020833333333333,0.04681146408208631,0.9847222222222223,0.08541666666666664,0.16876577447688051,0.9730555555555555,0.987037037037037,0.9824074074074074,25,25.0,0,0,8,10,0.0,,0.0,0.0,0.0,tabpfn3,False,False,False,False,False,False,False,32.5,3.03342375548695,2.4149733479708178,0.8611111111111112,0.09999999999999998,0.012962962962962954,0.03376068376068386,-0.032478632478632516
microaggregation2,D_new62,True,multiclass,False,5,20000,20,20,0,0.0,11200,4800,4000,microaggregation2,microaggregation2,1,False,True,5,41671.0,,https://www.openml.org/search?type=data&status=active&id=41671&sort=runs,5.0,0.0,0,10,7869.0,0,0,20,0.558,0.03725,14.97986577181208,0.755125388245633,3.371397775281203,149,5,True,0.558125,5,0,,,,,,,,,,,,17,17,12,3,0,2,exaone;mlp;resnet;ftt;tabm,0.6477,tabfm,0.636725,0.571275,0.07642500000000008,0.845276527088115,0.0,0.0,0.0,0.0,True,2.1003661764705877,0.8999661764705882,0.6338729166666667,0.0,0.892514746265345,0.61915,0.0,0.9692662913074576,,,,0.5762375,0.0,1.3263456451938018,0.601985,0.571275,0.5812,178,178.0,0,0,0,10,0.0,,0.0,0.0,0.0049,tabpfn3,False,True,False,False,True,True,True,960.0,4.301029995663981,3.681241237375587,0.0897,-0.25229999999999997,0.07642500000000008,0.014722916666666697,0.0
mobile_c36_oversampling,D_new62,True,binclass,True,2,51760,6,6,0,0.0,28985,12423,10352,mobile_c36_oversampling,mobile_c36_oversampling,1,False,True,2,,,https://archive.ics.uci.edu/dataset/755/accelerometer+gyro+mobile+phone+dataset,2.0,0.0,0,0,46950.0,0,0,6,0.607032457496136,0.392967542503864,1.544739429695182,0.9666879301145092,1.9543487412139056,4068,2,True,0.607032457496136,2,0,,,,,,,,,,,,21,17,12,3,0,2,exaone;mlp;resnet;ftt;tabm,0.994049459041731,tabfm,0.9833655332302935,0.8332689335394127,0.16078052550231836,0.0205196235607357,0.9411764705882353,0.08313483043913078,0.10286901081916536,0.9411764705882353,False,0.9281929039003547,0.9030207291571961,0.9800111089644513,0.09182525115919625,0.05613704733671226,0.9785741885625966,0.09467413704276141,0.09194816519024372,,,,0.8998889103554868,0.013683346213292095,0.7000494121609461,0.9471000772797528,0.8332689335394127,0.966508887171561,4882,4882.0,0,0,0,10,0.0034775888717156,1.0,0.0048299845440494,0.0,0.0009466769706336,tabpfn3,False,True,False,False,True,True,True,6211.5,4.713994267660644,4.09422648522204,0.38701700154559504,0.09404945904173101,0.16078052550231836,0.0014369204018547244,-0.002848885883565161
mozilla4,D_new62,True,binclass,True,2,15545,4,4,0,0.0,8705,3731,3109,mozilla4,mozilla4,1,False,True,2,1046.0,,https://www.openml.org/search?type=data&status=active&id=1046&sort=runs,2.0,0.0,1,1,5262.5,0,0,4,0.6712769379221615,0.3287230620778385,2.0420743639921723,0.9136164083057392,1.8837616163155555,1022,2,True,0.6714377613380508,2,0,,,,,,,,,,,,16,16,11,3,0,2,tabfm;exaone;mlp;resnet;ftt;tabm,0.9479575426182052,mitra@v2,0.9416371823737535,0.8496944355098103,0.09826310710839492,0.14894466444567162,0.9375,0.05134488581537468,0.0674815053071727,0.9375,False,0.9575747828883885,0.901600192988099,0.9374192227842921,0.05713909763443371,0.17656790497970276,0.9459526107001178,0.06207783853329041,0.15988200981720527,,,,0.8766966870376327,0.0033772917336763997,0.4775684206003717,0.9182502412351239,0.8496944355098103,0.9036989385654552,1226,1226.0,0,0,0,10,0.0974589900289482,0.99009900990099,0.1001125763911225,0.0005997772256019,0.0,tabpfn26,False,True,False,False,True,True,False,1865.5,4.191590726379211,3.571825249040829,0.2766806046960437,0.04795754261820517,0.09826310710839492,-0.008533387915825696,-0.004938740898856701
naticusdroid+android+permissions+dataset,D_new62,True,binclass,True,2,29332,86,0,86,1.0,16425,7040,5867,naticusdroid+android+permissions+dataset,naticusdroid+android+permissions+dataset,1,False,True,2,,,https://archive.ics.uci.edu/dataset/722/naticusdroid+android+permissions+dataset,2.0,0.0,0,0,,172,2,172,0.5011078915970684,0.4988921084029316,1.0044414075845576,0.99999645840067,1.9999950903068455,2927,2,True,0.5011719582356702,2,0,,,,,,,,,,,,21,17,12,3,0,2,exaone;mlp;resnet;ftt;tabm,0.9729504005454235,tabfm,0.9693369694903697,0.9502471450485768,0.022703255496846708,0.07776542052506716,1.0,0.08765277373945995,0.09396625191750464,1.0,False,0.9123472262605401,0.9011239334663471,0.9684449747173455,0.0897605249701721,0.09128476309645937,0.9684677006988238,0.08497244474745748,0.09886450827783545,,,,0.96031191409579,0.07902675984319069,0.23985158597612358,0.9652053860576103,0.9585307652974263,0.9620930628941536,3512,3512.0,0,0,0,10,0.8087608658598944,0.9763962065331928,0.8030683997443,0.0126642393541237,0.0008692687915458,tabpfn3,False,True,False,False,True,True,True,3520.0,4.467341676323573,3.847572659142112,0.4718425089483551,0.07295040054542345,0.014419635247997165,-2.272598147834426e-05,0.004788080222714625
